set_id,question_number,question_text,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,quiz_type,difficulty,explanation,improvement_note,notation_data
"gen-indian-hindustani-theory-061","61","What is an 'Alankar' in Hindustani music practice?","Melodic patterns/exercises using different swara combinations to build technique","A type of ornament on the veena","A rhythmic cycle","A raga classification","Hindustani Theory","indian_classical","beginner","Alankars are the building blocks of practice — repetitive swara patterns that develop finger/vocal agility and pitch accuracy.","",""
"gen-indian-indian-classical-theory-041","41","When learning a new raga, what should a student practice first?","The aroha (ascending) and avaroha (descending) scales slowly, then the pakad","A full composition immediately","Only the tala pattern","Random improvisation in the raga","Indian Classical Theory","indian_classical","beginner","Start with the skeleton (aroha/avaroha), then learn the raga's DNA (pakad), then move to compositions and improvisation.","",""
"gen-indian-carnatic-tala-028","28","In Adi Tala (8 beats), you clap on beat 1. When do you clap next?","Beat 5 (after 4 finger counts)","Beat 3","Beat 2","Beat 9","Carnatic Tala","indian_classical","beginner","Adi Tala is Chatusra Jati Triputa: Laghu(4) + Drutam(2) + Drutam(2). Clap on 1, finger counts on 2-3-4, then clap on 5.","",""
"gen-indian-hindustani-tala-035","35","In Teental (16 beats), where is the Khali (empty beat)?","Beat 9","Beat 5","Beat 1","Beat 13","Hindustani Tala","indian_classical","beginner","Teental: Sam(1) Tali(5) Khali(9) Tali(13). Khali on beat 9 is shown by waving the hand instead of clapping.","",""
"gen-indian-indian-classical-theory-042","42","Which raga is traditionally associated with a peaceful, devotional morning mood?","Bhairav (Hindustani) / Mayamalavagowla (Carnatic)","Yaman / Kalyani (evening romance)","Malkauns / Hindolam (deep night)","Bhimpalasi / Kharaharapriya (afternoon)","Indian Classical Theory","indian_classical","intermediate","Morning ragas like Bhairav/Mayamalavagowla use komal Re and shuddha Ma, creating a serene, awakening quality.","",""
"gen-indian-hindustani-ragas-036","36","You want to create a romantic, lyrical evening mood. Which raga family would be most appropriate?","Kalyan/Yaman family (tivra Ma ragas)","Bhairav family (komal Re ragas)","Todi family (komal Re, Ga, Dha)","Asavari family (komal Ga, Dha, Ni)","Hindustani Ragas","indian_classical","intermediate","The Kalyan thaat ragas (Yaman, Shuddh Kalyan, Hameer) use tivra Ma which creates warmth and romantic feeling, perfect for evening.","",""
"gen-indian-carnatic-ragas-036","36","Which Carnatic melakarta is equivalent to the Western major scale?","Dheerasankarabharanam (29th melakarta)","Mayamalavagowla (15th)","Kharaharapriya (22nd)","Mechakalyani (65th)","Carnatic Ragas","indian_classical","intermediate","Dheerasankarabharanam = Sa Ri2 Ga3 Ma1 Pa Da2 Ni3, which is the same interval pattern as the Western major scale.","",""
"gen-indian-carnatic-theory-084","84","What is the practical difference between Ri1 and Ri2 for a singer?","Ri1 is a semitone above Sa (like a minor 2nd); Ri2 is a whole tone above Sa (like a major 2nd)","They sound the same but are written differently","Ri1 is higher than Ri2","Ri1 is used only in Carnatic, Ri2 only in Hindustani","Carnatic Theory","indian_classical","intermediate","Ri1 (Shuddha Ri) = Western minor 2nd, Ri2 (Chatushruti Ri) = Western major 2nd. Hearing and producing this difference is fundamental.","",""
"gen-indian-carnatic-compositions-026","26","In a Carnatic Kriti, what does the 'Pallavi' section establish?","The main theme/refrain — the melodic and lyrical essence of the composition","The rhythmic pattern only","An improvised section with no fixed melody","The concluding section","Carnatic Compositions","indian_classical","beginner","Pallavi is the opening section and main refrain that keeps returning throughout the kriti. It sets the mood and identity.","",""
"gen-indian-hindustani-compositions-031","31","What is the difference between Bada Khayal and Chhota Khayal?","Bada Khayal is slow (vilambit), Chhota Khayal is fast (drut) — both in the same raga during performance","They are in different ragas","Bada is longer in lyrics, Chhota is shorter","There is no difference, they are the same form","Hindustani Compositions","indian_classical","intermediate","In a khayal performance, the artist typically starts with Bada Khayal (slow tempo, elaborate improvisation) then moves to Chhota Khayal (faster, more rhythmic).","",""
"gen-indian-indian-classical-theory-043","43","Why is Sa considered 'immovable' (achala) in Indian classical music?","Sa is the tonic — all other notes are defined relative to it, so it never changes within a performance","It's always the note C","It cannot be sung","It has no pitch","Indian Classical Theory","indian_classical","beginner","Unlike Western music where the key can change, in Indian classical music Sa is the constant reference. The tanpura drone holds it steady throughout.","",""
"gen-indian-indian-classical-theory-044","44","A student is practicing and notices they are going out of tune. What should they check first?","Their Sa — listen to the tanpura/drone and re-align with the tonic","Their rhythm","The volume of their instrument","The room temperature","Indian Classical Theory","indian_classical","beginner","In Indian classical music, everything is relative to Sa. If you lose your Sa, every other note will sound wrong. Always come back to the drone.","",""
