"set_id","question_number","question_text","correct_answer","wrong_answer_1","wrong_answer_2","wrong_answer_3","category","quiz_type","difficulty","explanation","improvement_note","youtube_title","sources_and_notes","","","","","","","","","",""
"theory-harmony-001","12","What function does the ii chord serve in a major key?","Pre-dominant — it prepares and leads to the V chord","Tonic — it acts as a resting point","Mediant — it bridges I and IV","Dominant — it creates the most tension","Harmony & Voice Leading","music_theory","beginner","The ii chord (e.g. Dm7 in C major) is pre-dominant. It commonly progresses to V, building harmonic tension before the dominant. The ii-V-I is the backbone of jazz harmony and is found in all tonal styles.","Include a singing exercise: have students sing the soprano and bass lines of this progression to physically feel the resolution.","","Walter Piston, Harmony, 5th ed. (Norton). ABRSM Theory Grade 4-5. Practice: play each cadence type on piano, singing the soprano voice above it.","","","","","","","","","",""
"theory-rhythm-001","1","What does the top number of a time signature tell you?","The number of beats per measure","The note value that gets one beat","The tempo in BPM","The number of measures in a phrase","Rhythm & Meter","music_theory","beginner","In 4/4, the top number (4) = 4 beats per measure. The bottom number indicates the note value. The time signature defines the metric framework for the entire piece unless changed.","Add a practical hands-on exercise so students can apply this concept with an instrument immediately.","","Alfred's Essentials of Music Theory (Alfred Music). ABRSM Theory Grade 1-3. musictheory.net — free exercises and reference charts.","","","","","","","","","",""
"theory-rhythm-001","2","What does the bottom number '4' in a time signature mean?","The quarter note gets one beat","There are 4 measures in a phrase","The tempo is 4 beats per minute","There are 4 eighth notes per beat","Rhythm & Meter","music_theory","beginner","The bottom number represents a note value: 4 = quarter note, 8 = eighth note, 2 = half note, 1 = whole note. In 6/8, there are 6 eighth notes per measure.","Include a real-world musical example from a song students already know and love.","","Hal Leonard Music Theory Workbook. ABRSM Grade 2-3. Tenuto app (musictheory.net) for drilling and self-assessment.","","","","","","","","","",""
"theory-rhythm-001","3","How many beats are in one measure of 3/4 time?","3","4","6","2","Rhythm & Meter","music_theory","beginner","In 3/4, the top number = 3 beats per measure, each worth a quarter note. Waltz is the classic example of 3/4. It has a strong beat-1 with lighter beats 2 and 3.","Add a visual diagram or notation example to make the abstract concept concrete.","","Rockschool Grade 2-4 Theory. Alfred's Essentials of Music Theory. Find this concept in sheet music students are currently practising.","","","","","","","","","",""
"theory-rhythm-001","4","What is 6/8 time?","Compound duple meter — 6 eighth notes per bar, felt as 2 beats with 3 subdivisions each","Simple triple meter","A time signature with 6 separate beats","The same as 3/4","Rhythm & Meter","music_theory","beginner","6/8 is compound duple — two main beats per bar, each divided into three eighth notes (dotted quarter = one beat). It sounds very different from 3/4 and has a lilting, flowing feel perfect for jigs and lullabies.","Pair with an ear training component — can students recognize this concept by listening alone?","","AB Guide to Music Theory, Part 1 (ABRSM). musictheory.net — exercises and reference. Create an Anki flashcard set for this concept.","","","","","","","","","",""
"theory-rhythm-001","5","How many eighth notes fit in one measure of 4/4?","8","4","6","16","Rhythm & Meter","music_theory","beginner","In 4/4, there are 4 beats and 2 eighth notes per beat: 4 × 2 = 8 eighth notes. Eighth notes divide each quarter-note beat in half.","Include a comparison to the most commonly confused related concept.","","Music Theory for the 21st-Century Classroom (Robert Hutchinson, free online). ABRSM Grade 1-3. musictheory.net quick reference.","","","","","","","","","",""
"theory-rhythm-001","6","What is syncopation?","Placing emphasis on weak beats or between beats, creating rhythmic tension","Playing in an irregular time signature","Gradually increasing tempo","A sudden change from loud to quiet","Rhythm & Meter","music_theory","beginner","Syncopation accents the 'off-beats' or weak parts of the beat. In 4/4, syncopating might accent beat 2, beat 4, or the 'and' of beats. It's fundamental to jazz, funk, reggae, and Latin music.","Add a practical hands-on exercise so students can apply this concept with an instrument immediately.","","Alfred's Essentials of Music Theory (Alfred Music). ABRSM Theory Grade 1-3. musictheory.net — free exercises and reference charts.","","","","","","","","","",""
"theory-rhythm-001","7","What is a 'dotted quarter note'?","A quarter note extended by half its value, equal to 1.5 beats in 4/4","A quarter note played staccato","A quarter note with an accent","Two tied eighth notes","Rhythm & Meter","music_theory","beginner","A dot adds half the original note's value. Dotted quarter = quarter (1) + eighth (0.5) = 1.5 beats. The dotted quarter note is the standard beat unit in compound meters like 6/8 and 9/8.","Include a real-world musical example from a song students already know and love.","","Hal Leonard Music Theory Workbook. ABRSM Grade 2-3. Tenuto app (musictheory.net) for drilling and self-assessment.","","","","","","","","","",""
"theory-rhythm-001","8","What is a triplet?","3 notes played evenly in the space of 2 notes (a type of tuplet)","A group of 3 notes forming a chord","3 beats in a measure","A trill between 3 notes","Rhythm & Meter","music_theory","beginner","An eighth-note triplet divides one beat into 3 equal parts instead of 2. Written with a '3' bracket over the notes. Triplets give music a rolling, swinging quality and are central to jazz phrasing.","Add a visual diagram or notation example to make the abstract concept concrete.","","Rockschool Grade 2-4 Theory. Alfred's Essentials of Music Theory. Find this concept in sheet music students are currently practising.","","","","","","","","","",""
"theory-rhythm-001","9","What does 'common time' mean?","4/4 time","The most commonly used tempo","Any standard time signature","2/2 time","Rhythm & Meter","music_theory","beginner","Common time is 4/4 — 4 quarter-note beats per measure. It's often notated with a 'C' symbol instead of 4/4. It's the most widely used time signature in Western music.","Pair with an ear training component — can students recognize this concept by listening alone?","","AB Guide to Music Theory, Part 1 (ABRSM). musictheory.net — exercises and reference. Create an Anki flashcard set for this concept.","","","","","","","","","",""
"theory-rhythm-001","10","What is 'cut time' (alla breve)?","2/2 time — 2 half-note beats per measure","4/4 played at double speed","3/2 time","A time signature with no defined beat","Rhythm & Meter","music_theory","beginner","Cut time (2/2) has 2 beats per measure, each beat a half note. It gives a lighter, faster feel and is common in marches and fast orchestral passages. It's notated with a 'C' with a vertical line through it.","Include a comparison to the most commonly confused related concept.","","Music Theory for the 21st-Century Classroom (Robert Hutchinson, free online). ABRSM Grade 1-3. musictheory.net quick reference.","","","","","","","","","",""
"theory-rhythm-001","11","How many sixteenth notes fit in one beat of 4/4?","4","2","8","16","Rhythm & Meter","music_theory","beginner","A sixteenth note is 1/4 of a beat (quarter note) in 4/4, so there are 4 sixteenth notes per beat: 4 × 4 = 16 per measure. Sixteenth notes are counted as '1 e and a 2 e and a...'","Add a practical hands-on exercise so students can apply this concept with an instrument immediately.","","Alfred's Essentials of Music Theory (Alfred Music). ABRSM Theory Grade 1-3. musictheory.net — free exercises and reference charts.","","","","","","","","","",""
"theory-rhythm-001","12","What is a 'rest'?","A symbol indicating silence for a specific duration","A pause between songs","A symbol to slow down","An accent mark","Rhythm & Meter","music_theory","beginner","Rests are the silent counterpart to notes — they indicate that no note should be played for a specific duration. Every note value (whole, half, quarter, eighth, sixteenth) has a corresponding rest symbol.","Include a real-world musical example from a song students already know and love.","","Hal Leonard Music Theory Workbook. ABRSM Grade 2-3. Tenuto app (musictheory.net) for drilling and self-assessment.","","","","","","","","","",""
"theory-rhythm-001","13","What is polyrhythm?","Two or more different rhythmic patterns played simultaneously (e.g. 3 against 2)","A rhythm that changes time signature every bar","Playing in multiple keys at once","A very fast rhythmic pattern","Rhythm & Meter","music_theory","beginner","Polyrhythm layers different rhythmic groupings simultaneously, such as 3 notes against 2 (hemiola). It's fundamental to African music, Brazilian rhythms, jazz, and is used extensively by composers like Chopin and Brahms.","Add a visual diagram or notation example to make the abstract concept concrete.","","Rockschool Grade 2-4 Theory. Alfred's Essentials of Music Theory. Find this concept in sheet music students are currently practising.","","","","","","","","","",""
"theory-form-001","1","What is 'AABA' form?","A 32-bar form with two 8-bar A sections, an 8-bar bridge (B), and a final 8-bar A","A 4-bar repeating phrase","A form with 4 identical sections","A 12-bar blues form","Form & Analysis","music_theory","beginner","AABA (American Songbook form) is a 32-bar structure used in jazz standards like 'I Got Rhythm' and 'Misty'. The B section (bridge) provides contrast. Each section is typically 8 bars.","Add a practical hands-on exercise so students can apply this concept with an instrument immediately.","","Alfred's Essentials of Music Theory (Alfred Music). ABRSM Theory Grade 1-3. musictheory.net — free exercises and reference charts.","","","","","","","","","",""
